gene_ID,transcript_ID,protein_ID
LOC118430012,XM_035840694.1,XP_035696587.1
LOC118430013,XM_035840697.1,XP_035696590.1
LOC118430014,XM_035840698.1,XP_035696591.1
LOC118430015,XM_035840702.1,XP_035696595.1
LOC118430016,XM_035840704.1,XP_035696597.1
LOC118430017,XM_035840705.1,XP_035696598.1
LOC118430019,XM_035840711.1,XP_035696604.1
LOC118430020,XM_035840713.1,XP_035696606.1
LOC118430021,XM_035840723.1,XP_035696616.1
LOC118430022,XM_035840722.1,XP_035696615.1
LOC118430023,XM_035840724.1,XP_035696617.1
LOC118430024,XM_035840725.1,XP_035696618.1
LOC118430025,XM_035840726.1,XP_035696619.1
LOC118430026,XM_035840727.1,XP_035696620.1
LOC118430027,XM_035840729.1,XP_035696622.1
LOC118430028,XM_035840730.1,XP_035696623.1
LOC118430029,XM_035840735.1,XP_035696628.1
LOC118430030,XM_035840731.1,XP_035696624.1
LOC118430031,XM_035840732.1,XP_035696625.1
LOC118430032,XM_035840736.1,XP_035696629.1
LOC118430033,XM_035840737.1,XP_035696630.1
LOC118430034,XM_035840738.1,XP_035696631.1
LOC118430035,XM_035840739.1,XP_035696632.1
LOC118430036,XM_035840740.1,XP_035696633.1
LOC118430037,XM_035840741.1,XP_035696634.1
LOC118430038,XM_035840743.1,XP_035696636.1
LOC118430039,XM_035840744.1,XP_035696637.1
LOC118430040,XM_035840745.1,XP_035696638.1
LOC118430041,XM_035840746.1,XP_035696639.1
LOC118430042,XM_035840747.1,XP_035696640.1
LOC118430043,XM_035840748.1,XP_035696641.1
LOC118430044,XM_035840749.1,XP_035696642.1
LOC118430045,XM_035840751.1,XP_035696644.1
LOC118430046,XM_035840752.1,XP_035696645.1
LOC118430047,XM_035840753.1,XP_035696646.1
LOC118430048,XM_035840755.1,XP_035696648.1
LOC118430049,XM_035840756.1,XP_035696649.1
LOC118430050,XM_035840757.1,XP_035696650.1
LOC118430051,XM_035840758.1,XP_035696651.1
LOC118430052,XM_035840762.1,XP_035696655.1
LOC118430053,XM_035840759.1,XP_035696652.1
LOC118430054,XM_035840760.1,XP_035696653.1
LOC118430055,XM_035840761.1,XP_035696654.1
LOC118430056,XM_035840763.1,XP_035696656.1
LOC118430057,XM_035840764.1,XP_035696657.1
LOC118430058,XM_035840765.1,XP_035696658.1
LOC118430059,XM_035840766.1,XP_035696659.1
LOC118430060,XM_035840767.1,XP_035696660.1
LOC118430061,XM_035840768.1,XP_035696661.1
LOC118430062,XM_035840770.1,XP_035696663.1
LOC118430063,XM_035840771.1,XP_035696664.1
LOC118430064,XM_035840772.1,XP_035696665.1
LOC118430065,XM_035840773.1,XP_035696666.1
LOC118430066,XM_035840774.1,XP_035696667.1
LOC118430067,XM_035840775.1,XP_035696668.1
LOC118430068,XM_035840777.1,XP_035696670.1
LOC118430069,XM_035840778.1,XP_035696671.1
LOC118430070,XM_035840779.1,XP_035696672.1
LOC118430071,XM_035840780.1,XP_035696673.1
LOC118430072,XM_035840781.1,XP_035696674.1
LOC118430073,XM_035840782.1,XP_035696675.1
LOC118430074,XM_035840783.1,XP_035696676.1
LOC118430075,XM_035840787.1,XP_035696680.1
LOC118430076,XM_035840784.1,XP_035696677.1
LOC118430077,XM_035840785.1,XP_035696678.1
LOC118430078,XM_035840786.1,XP_035696679.1
LOC118430079,XM_035840788.1,XP_035696681.1
LOC118430080,XM_035840789.1,XP_035696682.1
LOC118430081,XM_035840790.1,XP_035696683.1
LOC118430082,XM_035840791.1,XP_035696684.1
LOC118430083,XM_035840792.1,XP_035696685.1
LOC118430084,XM_035840793.1,XP_035696686.1
LOC118430085,XM_035840794.1,XP_035696687.1
LOC118430086,XM_035840796.1,XP_035696689.1
LOC118430087,XM_035840797.1,XP_035696690.1
LOC118430088,XM_035840798.1,XP_035696691.1
LOC118430089,XM_035840799.1,XP_035696692.1
LOC118430090,XM_035840800.1,XP_035696693.1
LOC118430091,XM_035840801.1,XP_035696694.1
LOC118430092,XM_035840802.1,XP_035696695.1
LOC118430093,XM_035840806.1,XP_035696699.1
LOC118430094,XM_035840803.1,XP_035696696.1
LOC118430095,XM_035840804.1,XP_035696697.1
LOC118430096,XM_035840805.1,XP_035696698.1
LOC118430097,XM_035840807.1,XP_035696700.1
LOC118430098,XM_035840808.1,XP_035696701.1
LOC118430099,XM_035840809.1,XP_035696702.1
LOC118430100,XM_035840810.1,XP_035696703.1
LOC118430101,XM_035840811.1,XP_035696704.1
LOC118430102,XM_035840812.1,XP_035696705.1
LOC118430103,XM_035840813.1,XP_035696706.1
LOC118430104,XM_035840817.1,XP_035696710.1
LOC118430105,XM_035840814.1,XP_035696707.1
LOC118430106,XM_035840815.1,XP_035696708.1
LOC118430107,XM_035840816.1,XP_035696709.1
LOC118430108,XM_035840818.1,XP_035696711.1
LOC118430109,XM_035840819.1,XP_035696712.1
LOC118430110,XM_035840820.1,XP_035696713.1
LOC118430111,XM_035840821.1,XP_035696714.1
LOC118430112,XM_035840822.1,XP_035696715.1
LOC118430113,XM_035840823.1,XP_035696716.1
LOC118430114,XM_035840824.1,XP_035696717.1
LOC118430115,XM_035840829.1,XP_035696722.1
LOC118430116,XM_035840825.1,XP_035696718.1
LOC118430117,XM_035840826.1,XP_035696719.1
LOC118430118,XM_035840827.1,XP_035696720.1
LOC118430119,XM_035840830.1,XP_035696723.1
LOC118430120,XM_035840831.1,XP_035696724.1
LOC118430121,XM_035840832.1,XP_035696725.1
LOC118430122,XM_035840833.1,XP_035696726.1
LOC118430123,XM_035840834.1,XP_035696727.1
LOC118430124,XM_035840835.1,XP_035696728.1
LOC118430125,XM_035840836.1,XP_035696729.1
LOC118430127,XM_035840837.1,XP_035696730.1
LOC118430128,XM_035840838.1,XP_035696731.1
LOC118430129,XM_035840839.1,XP_035696732.1
LOC118430130,XM_035840840.1,XP_035696733.1
LOC118430131,XM_035840841.1,XP_035696734.1
LOC118430132,XM_035840842.1,XP_035696735.1
LOC118430133,XM_035840843.1,XP_035696736.1
LOC118430134,XM_035840847.1,XP_035696740.1
LOC118430135,XM_035840844.1,XP_035696737.1
LOC118430136,XM_035840845.1,XP_035696738.1
LOC118430137,XM_035840846.1,XP_035696739.1
LOC118430138,XM_035840848.1,XP_035696741.1
LOC118430139,XM_035840849.1,XP_035696742.1
LOC118430140,XM_035840850.1,XP_035696743.1
LOC118430141,XM_035840851.1,XP_035696744.1
LOC118430142,XM_035840852.1,XP_035696745.1
LOC118430143,XM_035840853.1,XP_035696746.1
LOC118430144,XM_035840854.1,XP_035696747.1
LOC118430145,XM_035840858.1,XP_035696751.1
LOC118430146,XM_035840855.1,XP_035696748.1
LOC118430147,XM_035840856.1,XP_035696749.1
LOC118430148,XM_035840857.1,XP_035696750.1
LOC118430149,XM_035840859.1,XP_035696752.1
LOC118430150,XM_035840860.1,XP_035696753.1
LOC118430151,XM_035840861.1,XP_035696754.1
LOC118430152,XM_035840862.1,XP_035696755.1
LOC118430153,XM_035840863.1,XP_035696756.1
LOC118430154,XM_035840864.1,XP_035696757.1
LOC118430155,XM_035840865.1,XP_035696758.1
LOC118430157,XM_035840866.1,XP_035696759.1
LOC118430158,XM_035840867.1,XP_035696760.1
LOC118430159,XM_035840868.1,XP_035696761.1
LOC118430160,XM_035840869.1,XP_035696762.1
LOC118430161,XM_035840870.1,XP_035696763.1
LOC118430162,XM_035840871.1,XP_035696764.1
LOC118430163,XM_035840872.1,XP_035696765.1
LOC118430164,XM_035840873.1,XP_035696766.1
LOC118430165,XM_035840874.1,XP_035696767.1
LOC118430166,XM_035840875.1,XP_035696768.1
LOC118430167,XM_035840876.1,XP_035696769.1
LOC118430168,XM_035840877.1,XP_035696770.1
LOC118430169,XM_035840878.1,XP_035696771.1
LOC118430170,XM_035840879.1,XP_035696772.1
LOC118430171,XM_035840880.1,XP_035696773.1
LOC118430172,XM_035840881.1,XP_035696774.1
LOC118430173,XM_035840885.1,XP_035696778.1
LOC118430174,XM_035840882.1,XP_035696775.1
LOC118430175,XM_035840883.1,XP_035696776.1
LOC118430176,XM_035840884.1,XP_035696777.1
LOC118430177,XM_035840886.1,XP_035696779.1
LOC118430178,XM_035840887.1,XP_035696780.1
LOC118430179,XM_035840888.1,XP_035696781.1
LOC118430180,XM_035840889.1,XP_035696782.1
LOC118430181,XM_035840890.1,XP_035696783.1
LOC118430182,XM_035840891.1,XP_035696784.1
LOC118430183,XM_035840895.1,XP_035696788.1
LOC118430184,XM_035840892.1,XP_035696785.1
LOC118430185,XM_035840893.1,XP_035696786.1
LOC118430186,XM_035840894.1,XP_035696787.1
LOC118430187,XM_035840896.1,XP_035696789.1
LOC118430188,XM_035840897.1,XP_035696790.1
LOC118430189,XM_035840898.1,XP_035696791.1
LOC118430190,XM_035840899.1,XP_035696792.1
LOC118430191,XM_035840901.1,XP_035696794.1
LOC118430192,XM_035840902.1,XP_035696795.1
LOC118430193,XM_035840906.1,XP_035696799.1
LOC118430194,XM_035840903.1,XP_035696796.1
LOC118430195,XM_035840904.1,XP_035696797.1
LOC118430196,XM_035840905.1,XP_035696798.1
LOC118430197,XM_035840907.1,XP_035696800.1
LOC118430198,XM_035840908.1,XP_035696801.1
LOC118430199,XM_035840909.1,XP_035696802.1
LOC118430200,XM_035840910.1,XP_035696803.1
LOC118430201,XM_035840911.1,XP_035696804.1
LOC118430202,XM_035840912.1,XP_035696805.1
LOC118430203,XM_035840913.1,XP_035696806.1
LOC118430204,XM_035840917.1,XP_035696810.1
LOC118430205,XM_035840914.1,XP_035696807.1
LOC118430206,XM_035840915.1,XP_035696808.1
LOC118430207,XM_035840916.1,XP_035696809.1
LOC118430208,XM_035840918.1,XP_035696811.1
LOC118430209,XM_035840919.1,XP_035696812.1
LOC118430210,XM_035840920.1,XP_035696813.1
LOC118430211,XM_035840921.1,XP_035696814.1
LOC118430212,XM_035840922.1,XP_035696815.1
LOC118430213,XM_035840923.1,XP_035696816.1
LOC118430214,XM_035840924.1,XP_035696817.1
LOC118430216,XM_035840925.1,XP_035696818.1
LOC118430217,XM_035840926.1,XP_035696819.1
LOC118430218,XM_035840927.1,XP_035696820.1
LOC118430219,XM_035840928.1,XP_035696821.1
LOC118430220,XM_035840929.1,XP_035696822.1
LOC118430221,XM_035840930.1,XP_035696823.1
LOC118430222,XM_035840931.1,XP_035696824.1
LOC118430223,XM_035840935.1,XP_035696828.1
LOC118430224,XM_035840932.1,XP_035696825.1
LOC118430225,XM_035840933.1,XP_035696826.1
LOC118430226,XM_035840934.1,XP_035696827.1
LOC118430227,XM_035840936.1,XP_035696829.1
LOC118430228,XM_035840937.1,XP_035696830.1
LOC118430229,XM_035840938.1,XP_035696831.1
LOC118430230,XM_035840939.1,XP_035696832.1
LOC118430231,XM_035840940.1,XP_035696833.1
LOC118430232,XM_035840941.1,XP_035696834.1
LOC118430233,XM_035840942.1,XP_035696835.1
LOC118430234,XM_035840945.1,XP_035696838.1
LOC118430235,XM_035840943.1,XP_035696836.1
LOC118430236,XM_035840944.1,XP_035696837.1
LOC118430237,XM_035840946.1,XP_035696839.1
LOC118430238,XM_035840947.1,XP_035696840.1
LOC118430239,XM_035840948.1,XP_035696841.1
LOC118430240,XM_035840949.1,XP_035696842.1
LOC118430241,XM_035840950.1,XP_035696843.1
LOC118430242,XM_035840951.1,XP_035696844.1
LOC118430243,XM_035840952.1,XP_035696845.1
LOC118430244,XM_035840954.1,XP_035696847.1
LOC118430245,XM_035840955.1,XP_035696848.1
LOC118430246,XM_035840956.1,XP_035696849.1
LOC118430247,XM_035840957.1,XP_035696850.1
LOC118430248,XM_035840958.1,XP_035696851.1
LOC118430249,XM_035840959.1,XP_035696852.1
LOC118430250,XM_035840963.1,XP_035696856.1
LOC118430251,XM_035840960.1,XP_035696853.1
LOC118430252,XM_035840961.1,XP_035696854.1
LOC118430253,XM_035840962.1,XP_035696855.1
LOC118430254,XM_035840964.1,XP_035696857.1
LOC118430255,XM_035840965.1,XP_035696858.1
LOC118430256,XM_035840966.1,XP_035696859.1
LOC118430257,XM_035840967.1,XP_035696860.1
LOC118430258,XM_035841014.1,XP_035696907.1
LOC118430259,XM_035840986.1,XP_035696879.1
LOC118430260,XM_035840984.1,XP_035696877.1
LOC118430261,XM_035840985.1,XP_035696878.1
LOC118430262,XM_035840987.1,XP_035696880.1
LOC118430264,XM_035840988.1,XP_035696881.1
LOC118430265,XM_035840989.1,XP_035696882.1
LOC118430266,XM_035840990.1,XP_035696883.1
LOC118430267,XM_035840998.1,XP_035696891.1
LOC118430269,XM_035840997.1,XP_035696890.1
LOC118430270,XM_035840999.1,XP_035696892.1
LOC118430271,XM_035841000.1,XP_035696893.1
LOC118430272,XM_035841001.1,XP_035696894.1
LOC118430273,XM_035841002.1,XP_035696895.1
LOC118430274,XM_035841004.1,XP_035696897.1
LOC118430275,XM_035841009.1,XP_035696902.1
LOC118430276,XM_035841010.1,XP_035696903.1
LOC118430277,XM_035841011.1,XP_035696904.1
LOC118430278,XM_035841012.1,XP_035696905.1
LOC118430279,XM_035841013.1,XP_035696906.1
LOC118430281,XM_035841430.1,XP_035697323.1
LOC118430286,XM_035841016.1,XP_035696909.1
LOC118430287,XM_035841018.1,XP_035696911.1
LOC118430288,XM_035841019.1,XP_035696912.1
LOC118430289,XM_035841020.1,XP_035696913.1
LOC118430292,XM_035841021.1,XP_035696914.1
LOC118430293,XM_035841023.1,XP_035696916.1
LOC118430294,XM_035841026.1,XP_035696919.1
LOC118430295,XM_035841032.1,XP_035696925.1
LOC118430296,XM_035841038.1,XP_035696931.1
LOC118430297,XM_035841039.1,XP_035696932.1
LOC118430298,XM_035841040.1,XP_035696933.1
LOC118430299,XM_035841055.1,XP_035696948.1
LOC118430300,XM_035841044.1,XP_035696937.1
LOC118430301,XM_035841046.1,XP_035696939.1
LOC118430302,XM_035841047.1,XP_035696940.1
LOC118430303,XM_035841049.1,XP_035696942.1
LOC118430304,XM_035841054.1,XP_035696947.1
LOC118430305,XM_035841057.1,XP_035696950.1
LOC118430306,XM_035841058.1,XP_035696951.1
LOC118430307,XM_035841060.1,XP_035696953.1
LOC118430308,XM_035841061.1,XP_035696954.1
LOC118430309,XM_035841074.1,XP_035696967.1
LOC118430310,XM_035841076.1,XP_035696969.1
LOC118430311,XM_035841077.1,XP_035696970.1
LOC118430312,XM_035841081.1,XP_035696974.1
LOC118430313,XM_035841082.1,XP_035696975.1
LOC118430315,XM_035841083.1,XP_035696976.1
LOC118430316,XM_035841085.1,XP_035696978.1
LOC118430317,XM_035841090.1,XP_035696983.1
LOC118430319,XM_035841091.1,XP_035696984.1
LOC118430320,XM_035841092.1,XP_035696985.1
LOC118430321,XM_035841093.1,XP_035696986.1
LOC118430322,XM_035841095.1,XP_035696988.1
LOC118430323,XM_035841096.1,XP_035696989.1
LOC118430324,XM_035841097.1,XP_035696990.1
LOC118430325,XM_035841150.1,XP_035697043.1
LOC118430327,XM_035841099.1,XP_035696992.1
LOC118430328,XM_035841102.1,XP_035696995.1
LOC118430329,XM_035841112.1,XP_035697005.1
LOC118430330,XM_035841139.1,XP_035697032.1
LOC118430331,XM_035841157.1,XP_035697050.1
LOC118430332,XM_035841159.1,XP_035697052.1
LOC118430333,XM_035841160.1,XP_035697053.1
LOC118430334,XM_035841162.1,XP_035697055.1
LOC118430335,XM_035841163.1,XP_035697056.1
LOC118430336,XM_035841164.1,XP_035697057.1
LOC118430337,XM_035841166.1,XP_035697059.1
LOC118430338,XM_035841167.1,XP_035697060.1
LOC118430339,XM_035841170.1,XP_035697063.1
LOC118430340,XM_035841174.1,XP_035697067.1
LOC118430341,XM_035841175.1,XP_035697068.1
LOC118430342,XM_035841176.1,XP_035697069.1
LOC118430343,XM_035841189.1,XP_035697082.1
LOC118430344,XM_035841178.1,XP_035697071.1
LOC118430345,XM_035841183.1,XP_035697076.1
LOC118430346,XM_035841184.1,XP_035697077.1
LOC118430347,XM_035841185.1,XP_035697078.1
LOC118430348,XM_035841186.1,XP_035697079.1
LOC118430349,XM_035841187.1,XP_035697080.1
LOC118430350,XM_035841188.1,XP_035697081.1
LOC118430351,XM_035841190.1,XP_035697083.1
LOC118430352,XM_035841191.1,XP_035697084.1
LOC118430353,XM_035841192.1,XP_035697085.1
LOC118430354,XM_035841193.1,XP_035697086.1
LOC118430355,XM_035841196.1,XP_035697089.1
LOC118430356,XM_035841198.1,XP_035697091.1
LOC118430357,XM_035841199.1,XP_035697092.1
LOC118430358,XM_035841201.1,XP_035697094.1
LOC118430359,XM_035841202.1,XP_035697095.1
LOC118430360,XM_035841203.1,XP_035697096.1
LOC118430361,XM_035841205.1,XP_035697098.1
LOC118430362,XM_035841209.1,XP_035697102.1
LOC118430363,XM_035841207.1,XP_035697100.1
LOC118430364,XM_035841208.1,XP_035697101.1
LOC118430365,XM_035841210.1,XP_035697103.1
LOC118430366,XM_035841211.1,XP_035697104.1
LOC118430367,XM_035841215.1,XP_035697108.1
LOC118430368,XM_035841216.1,XP_035697109.1
LOC118430369,XM_035841217.1,XP_035697110.1
LOC118430370,XM_035841222.1,XP_035697115.1
LOC118430371,XM_035841219.1,XP_035697112.1
LOC118430372,XM_035841223.1,XP_035697116.1
LOC118430373,XM_035841224.1,XP_035697117.1
LOC118430374,XM_035841225.1,XP_035697118.1
LOC118430375,XM_035841226.1,XP_035697119.1
LOC118430376,XM_035841228.1,XP_035697121.1
LOC118430377,XM_035841229.1,XP_035697122.1
LOC118430378,XM_035841230.1,XP_035697123.1
LOC118430380,XM_035841231.1,XP_035697124.1
LOC118430381,XM_035841232.1,XP_035697125.1
LOC118430382,XM_035841236.1,XP_035697129.1
LOC118430383,XM_035841237.1,XP_035697130.1
LOC118430384,XM_035841239.1,XP_035697132.1
LOC118430386,XM_035841240.1,XP_035697133.1
LOC118430387,XM_035841241.1,XP_035697134.1
LOC118430388,XM_035841242.1,XP_035697135.1
LOC118430389,XM_035841243.1,XP_035697136.1
LOC118430390,XM_035841244.1,XP_035697137.1
LOC118430391,XM_035841245.1,XP_035697138.1
LOC118430392,XM_035841250.1,XP_035697143.1
LOC118430393,XM_035841247.1,XP_035697140.1
LOC118430394,XM_035841251.1,XP_035697144.1
LOC118430395,XM_035841252.1,XP_035697145.1
LOC118430396,XM_035841253.1,XP_035697146.1
LOC118430400,XM_035841254.1,XP_035697147.1
LOC118430401,XM_035841257.1,XP_035697150.1
LOC118430403,XM_035841259.1,XP_035697152.1
LOC118430404,XM_035841260.1,XP_035697153.1
LOC118430406,XM_035841261.1,XP_035697154.1
LOC118430408,XM_035841265.1,XP_035697158.1
LOC118430409,XM_035841262.1,XP_035697155.1
LOC118430410,XM_035841263.1,XP_035697156.1
LOC118430411,XM_035841264.1,XP_035697157.1
LOC118430412,XM_035841266.1,XP_035697159.1
LOC118430413,XM_035841271.1,XP_035697164.1
LOC118430414,XM_035841273.1,XP_035697166.1
LOC118430415,XM_035841275.1,XP_035697168.1
LOC118430416,XM_035841276.1,XP_035697169.1
LOC118430417,XM_035841277.1,XP_035697170.1
LOC118430418,XM_035841278.1,XP_035697171.1
LOC118430419,XM_035841279.1,XP_035697172.1
LOC118430420,XM_035841281.1,XP_035697174.1
LOC118430421,XM_035841282.1,XP_035697175.1
LOC118430424,XM_035841283.1,XP_035697176.1
LOC118430425,XM_035841285.1,XP_035697178.1
LOC118430426,XM_035841286.1,XP_035697179.1
LOC118430427,XM_035841289.1,XP_035697182.1
LOC118430428,XM_035841293.1,XP_035697186.1
LOC118430429,XM_035841291.1,XP_035697184.1
LOC118430430,XM_035841294.1,XP_035697187.1
LOC118430431,XM_035841295.1,XP_035697188.1
LOC118430432,XM_035841299.1,XP_035697192.1
LOC118430433,XM_035841300.1,XP_035697193.1
LOC118430434,XM_035841302.1,XP_035697195.1
LOC118430436,XM_035841304.1,XP_035697197.1
LOC118430437,XM_035841305.1,XP_035697198.1
LOC118430439,XM_035841306.1,XP_035697199.1
LOC118430440,XM_035841307.1,XP_035697200.1
LOC118430441,XM_035841308.1,XP_035697201.1
LOC118430442,XM_035841349.1,XP_035697242.1
LOC118430443,XM_035841313.1,XP_035697206.1
LOC118430444,XM_035841312.1,XP_035697205.1
LOC118430445,XM_035841318.1,XP_035697211.1
LOC118430446,XM_035841319.1,XP_035697212.1
LOC118430447,XM_035841320.1,XP_035697213.1
LOC118430448,XM_035841323.1,XP_035697216.1
LOC118430449,XM_035841324.1,XP_035697217.1
LOC118430450,XM_035841325.1,XP_035697218.1
LOC118430451,XM_035841326.1,XP_035697219.1
LOC118430452,XM_035841328.1,XP_035697221.1
LOC118430453,XM_035841329.1,XP_035697222.1
LOC118430455,XM_035841330.1,XP_035697223.1
LOC118430456,XM_035841331.1,XP_035697224.1
LOC118430457,XM_035841332.1,XP_035697225.1
LOC118430459,XM_035841333.1,XP_035697226.1
LOC118430460,XM_035841334.1,XP_035697227.1
LOC118430461,XM_035841335.1,XP_035697228.1
LOC118430462,XM_035841340.1,XP_035697233.1
LOC118430463,XM_035841337.1,XP_035697230.1
LOC118430464,XM_035841341.1,XP_035697234.1
LOC118430465,XM_035841344.1,XP_035697237.1
LOC118430466,XM_035841345.1,XP_035697238.1
LOC118430468,XM_035841354.1,XP_035697247.1
LOC118430469,XM_035841351.1,XP_035697244.1
LOC118430470,XM_035841353.1,XP_035697246.1
LOC118430471,XM_035841355.1,XP_035697248.1
LOC118430472,XM_035841356.1,XP_035697249.1
LOC118430473,XM_035841357.1,XP_035697250.1
LOC118430474,XM_035841359.1,XP_035697252.1
LOC118430475,XM_035841361.1,XP_035697254.1
LOC118430476,XM_035841363.1,XP_035697256.1
LOC118430479,XM_035841383.1,XP_035697276.1
LOC118430480,XM_035841384.1,XP_035697277.1
LOC118430482,XM_035841385.1,XP_035697278.1
LOC118430483,XM_035841386.1,XP_035697279.1
LOC118430484,XM_035841387.1,XP_035697280.1
LOC118430485,XM_035841392.1,XP_035697285.1
LOC118430486,XM_035841388.1,XP_035697281.1
LOC118430487,XM_035841389.1,XP_035697282.1
LOC118430488,XM_035841390.1,XP_035697283.1
LOC118430489,XM_035841396.1,XP_035697289.1
LOC118430490,XM_035841397.1,XP_035697290.1
LOC118430491,XM_035841398.1,XP_035697291.1
LOC118430492,XM_035841399.1,XP_035697292.1
LOC118430493,XM_035841401.1,XP_035697294.1
LOC118430494,XM_035841402.1,XP_035697295.1
LOC118430495,XM_035841403.1,XP_035697296.1
LOC118430496,XM_035841404.1,XP_035697297.1
LOC118430497,XM_035841406.1,XP_035697299.1
LOC118430498,XM_035841407.1,XP_035697300.1
LOC118430499,XM_035841409.1,XP_035697302.1
LOC118430500,XM_035841410.1,XP_035697303.1
LOC118430506,XM_035841412.1,XP_035697305.1
LOC118430507,XM_035841417.1,XP_035697310.1
LOC118430508,XM_035841418.1,XP_035697311.1
LOC118430509,XM_035841421.1,XP_035697314.1
LOC118430510,XM_035841423.1,XP_035697316.1
LOC118430512,XM_035841425.1,XP_035697318.1
LOC118430513,XM_035841426.1,XP_035697319.1
LOC118430514,XM_035841427.1,XP_035697320.1
LOC118430515,XM_035841428.1,XP_035697321.1
LOC118430516,XM_035841429.1,XP_035697322.1
LOC118430517,XM_035841474.1,XP_035697367.1
LOC118430518,XM_035841434.1,XP_035697327.1
LOC118430519,XM_035841431.1,XP_035697324.1
LOC118430521,XM_035841432.1,XP_035697325.1
LOC118430522,XM_035841435.1,XP_035697328.1
LOC118430523,XM_035841436.1,XP_035697329.1
LOC118430524,XM_035841439.1,XP_035697332.1
LOC118430525,XM_035841441.1,XP_035697334.1
LOC118430526,XM_035841445.1,XP_035697338.1
LOC118430527,XM_035841451.1,XP_035697344.1
LOC118430528,XM_035841452.1,XP_035697345.1
LOC118430529,XM_035841456.1,XP_035697349.1
LOC118430530,XM_035841453.1,XP_035697346.1
LOC118430531,XM_035841454.1,XP_035697347.1
LOC118430532,XM_035841457.1,XP_035697350.1
LOC118430533,XM_035841461.1,XP_035697354.1
LOC118430534,XM_035841464.1,XP_035697357.1
LOC118430535,XM_035841466.1,XP_035697359.1
LOC118430536,XM_035841470.1,XP_035697363.1
LOC118430537,XM_035841468.1,XP_035697361.1
LOC118430538,XM_035841472.1,XP_035697365.1
LOC118430540,XM_035841473.1,XP_035697366.1
LOC118430541,XM_035841475.1,XP_035697368.1
