"geneID","transcriptID","proteinID","symbol","description"
111578120,"XM_055006096.1","XP_054862071","LOC111578120_ENSAOCG00000018174","pleckstrin homology domain-containing family G member 3"
111577929,"XM_023284460.3","XP_023140228","spint1a","serine peptidase inhibitor, Kunitz type 1 a"
111578112,"XM_023284715.3","XP_023140483","ppp1r14d","protein phosphatase 1 regulatory inhibitor subunit 14D"
111578100,"XM_023284701.3","XP_023140469","zfyve19","zinc finger, FYVE domain containing 19"
111578032,"XM_023284617.3","XP_023140385","bub1bb_ENSAOCG00000018205","BUB1 mitotic checkpoint serine/threonine kinase Bb"
111578066,"XM_023284659.3","XP_023140427","LOC111578066_PAK6","serine/threonine-protein kinase PAK 6"
111578082,"XM_023284679.3","XP_023140447","LOC111578082_ANKRD63","uncharacterized LOC111578082"
111577975,"XM_035954781.2","XP_035810674","plcb2","phospholipase C, beta 2"
111578043,"XM_023284628.3","XP_023140396","LOC111578043","uncharacterized LOC111578043"
111578140,"XM_035954885.2","XP_035810778","LOC111578140_ENSAOCG00000018375","coiled-coil domain-containing protein 9B"
111578060,"XM_055005726.1","XP_054861701","LOC111578060","cuticle collagen 36-like"
111577893,"XM_023284397.3","XP_023140165","mthfd1b","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1b"
111577998,"XM_023284560.3","XP_023140328","c20h14orf28_C14orf28","chromosome 20 C14orf28 homolog"
111578089,"XM_023284691.3","XP_023140459","LOC111578089_KLHL28","kelch-like protein 28"
111577954,"XM_023284489.3","XP_023140257","LOC111577954_TOGARAM1","TOG array regulator of axonemal microtubules protein 1"
111578013,"XM_023284584.3","XP_023140352","ccdc28b","coiled-coil domain containing 28B"
111578005,"XM_023284571.3","XP_023140339","tmem39b","transmembrane protein 39B"
111577985,"XM_023284543.3","XP_023140311","khdrbs1a","KH domain containing, RNA binding, signal transduction associated 1a"
111577906,"XM_023284421.3","XP_023140189","zbtb8os","zinc finger and BTB domain containing 8 opposite strand"
111577897,"XM_023284410.3","XP_023140178","LOC111577897_rbbp4","retinoblastoma binding protein 4.1"
111578025,"XM_023284605.3","XP_023140373","LOC111578025","syncoilin"
111577939,"XM_023284472.3","XP_023140240","si:dkey-157l19.2_ENSAOCG00000002668","uncharacterized protein KIAA1522 homolog"
111578052,"XM_023284640.2","XP_023140408","si:ch211-67f13.7_ENSAOCG00000018769","uncharacterized LOC111578052"
111577920,"XM_023284448.3","XP_023140216","LOC111577920_mfsd2aa","sodium-dependent lysophosphatidylcholine symporter 1-B-like"
111577966,"XM_023284515.3","XP_023140283","LOC111577966_mycla","protein L-Myc-1b-like"
111577961,"XM_023284503.3","XP_023140271","LOC111577961_NT5C1A","cytosolic 5'-nucleotidase 1A-like.1"
111577915,"XM_055005742.1","XP_054861717","LOC111577915","interferon alpha-inducible protein 27-like protein 2A.2"
111562645,"XM_023261290.3","XP_023117058","LOC111562645","cytosolic 5'-nucleotidase 1A-like"
111562649,"XM_055005741.1","XP_054861716","LOC111562649_ENSAOCG00000005011","interferon alpha-inducible protein 27-like protein 2A"
111562640,"XM_023261285.3","XP_023117053","LOC111562640_LGALS8","galectin-8-like"
111562638,"XM_023261277.3","XP_023117045","LOC111562638_ZDHHC14","palmitoyltransferase ZDHHC14-like"
111562637,"XM_055005692.1","XP_054861667","LOC111562637_ARID1B","AT-rich interactive domain-containing protein 1B-like"
111569658,"XM_023271922.3","XP_023127690","LOC111569658_KBTBD11","kelch repeat and BTB domain-containing protein 11"
111569633,"XM_023271880.3","XP_023127648","arhgef10","Rho guanine nucleotide exchange factor (GEF) 10"
111569641,"XM_035948869.2","XP_035804762","cln8","CLN8 transmembrane ER and ERGIC protein"
111569634,"XM_055006165.1","XP_054862140","dlgap2a_DLGAP2","discs, large (Drosophila) homolog-associated protein 2a"
111569657,"XM_023271919.3","XP_023127687","LOC111569657_ENSAOCG00000003948","glutamate-rich protein 1"
118470405,"XM_035948894.2","XP_035804787","zgc:193593","uncharacterized LOC118470405"
129347809,"XM_055006173.1","XP_054862148","si:ch211-195o20.7","cytospin-A.1"
111569636,"XM_035948885.2","XP_035804778","LOC111569636","CD109 antigen-like"
111569630,"XM_035948871.2","XP_035804764","col12a1a_COL12A1","collagen, type XII, alpha 1a"
111569655,"XM_023271916.3","XP_023127684","LOC111569655_cox7a2a","cytochrome c oxidase subunit 7A2, mitochondrial"
111569645,"XM_023271902.3","XP_023127670","tmem30aa","transmembrane protein 30Aa"
111569644,"XM_023271899.3","XP_023127667","LOC111569644_FILIP1","filamin-A-interacting protein 1-like.1"
111569653,"XM_055005965.1","XP_054861940","tfb1m","transcription factor B1, mitochondrial"
111569654,"XM_023271915.3","XP_023127683","LOC111569654_CLDN20","claudin-20"
111569648,"XM_023271908.3","XP_023127676","tiam2a","TIAM Rac1 associated GEF 2a"
111569652,"XM_023271913.3","XP_023127681","scaf8","SR-related CTD-associated factor 8"
111569643,"XM_023271896.3","XP_023127664","LOC111569643_ENSAOCG00000004055","interactor protein for cytohesin exchange factors 1"
111569642,"XM_023271895.3","XP_023127663","LOC111569642_ENSAOCG00000004064","connector enhancer of kinase suppressor of ras 3"
111569651,"XM_023271911.3","XP_023127679","qpct","glutaminyl-peptide cyclotransferase"
111569656,"XM_023271918.3","XP_023127686","mocs3","molybdenum cofactor synthesis 3"
111569647,"XM_023271905.3","XP_023127673","prkd3","protein kinase D3"
111569650,"XM_023271910.3","XP_023127678","foxa2","forkhead box A2"
111569646,"XM_023271904.3","XP_023127672","pax1a","paired box 1a"
111586686,"XM_035942120.2","XP_035798013","nkx2.2a","NK2 homeobox 2a"
111579577,"XM_023286895.3","XP_023142663","nkx2.4a","NK2 homeobox 4a"
111579578,"XM_023286899.3","XP_023142667","kiz","kizuna centrosomal protein"
111579568,"XM_035955700.2","XP_035811593","ralgapa2","Ral GTPase activating protein catalytic subunit alpha 2"
111579575,"XM_023286894.3","XP_023142662","insm1b","insulinoma-associated 1b"
111579567,"XM_023286880.2","XP_023142648","LOC111579567_ENSAOCG00000008136","kazal-type serine protease inhibitor domain-containing protein 1-like"
111579571,"XM_023286887.3","XP_023142655","gale","UDP-galactose-4-epimerase"
111579570,"XM_035955698.2","XP_035811591","zbtb8a","zinc finger and BTB domain containing 8A"
111579574,"XM_023286893.3","XP_023142661","hmgcl","3-hydroxy-3-methylglutaryl-CoA lyase"
111579573,"XM_023286890.3","XP_023142658","LOC111579573","gap junction beta-4 protein-like.1"
111578467,"XM_023285297.3","XP_023141065","ppie","peptidylprolyl isomerase E (cyclophilin E)"
111578472,"XM_023285303.3","XP_023141071","pabpc4","poly(A) binding protein, cytoplasmic 4 (inducible form)"
111578468,"XM_023285298.3","XP_023141066","zpcx_ENSAOCG00000021550","zona pellucida protein C"
111578470,"XM_023285301.3","XP_023141069","tmem54a","transmembrane protein 54a"
111578469,"XM_023285299.3","XP_023141067","LOC111578469_hdac1","probable histone deacetylase 1-B"
111578479,"XM_023285317.3","XP_023141085","lck","LCK proto-oncogene, Src family tyrosine kinase"
111578475,"XM_023285311.3","XP_023141079","fam167b","family with sequence similarity 167 member B"
111578478,"XM_023285315.3","XP_023141083","zgc:154055","uncharacterized LOC111578478"
111578480,"XM_023285318.3","XP_023141086","tdh2","L-threonine dehydrogenase 2"
129347749,"XM_055005743.1","XP_054861718","LOC129347749","protein FAM133-like.1"
111578473,"XM_023285308.3","XP_023141076","srrm1","serine/arginine repetitive matrix 1"
111578474,"XM_023285310.3","XP_023141078","clic4","chloride intracellular channel 4"
111578471,"XM_023285302.3","XP_023141070","runx3","RUNX family transcription factor 3"
111574655,"XM_023279355.3","XP_023135123","syf2","SYF2 pre-mRNA-splicing factor"
111574654,"XM_023279354.3","XP_023135122","rsrp1","arginine/serine-rich protein 1"
111574660,"XM_023279362.3","XP_023135130","mgst3b_syf2","microsomal glutathione S-transferase 3b"
111574643,"XM_023279340.3","XP_023135108","tmem50a","transmembrane protein 50A"
111574642,"XM_023279339.3","XP_023135107","rhd","Rh blood group, D antigen"
111574668,"XM_023279375.2","XP_023135143","maco1b","macoilin 1b"
111574656,"XM_035952463.2","XP_035808356","ldlrap1b","low density lipoprotein receptor adaptor protein 1b"
111574661,"XM_023279363.3","XP_023135131","LOC111574661","uncharacterized LOC111574661"
111574638,"XM_035952425.2","XP_035808318","LOC111574638_ENSAOCG00000011069","uncharacterized LOC111574638"
129347780,"XM_055006044.1","XP_054862019","LOC129347780","uncharacterized LOC129347780"
111574640,"XM_023279337.3","XP_023135105","fndc5a","fibronectin type III domain containing 5a"
111581704,"XM_023289995.3","XP_023145763","olig4","oligodendrocyte transcription factor 4"
111581702,"XM_023289993.3","XP_023145761","bsdc1","BSD domain containing 1"
111581698,"XM_023289980.3","XP_023145748","marcksl1a","MARCKS-like 1a"
111581697,"XM_023289979.3","XP_023145747","gjb9a","gap junction protein beta 9a"
111581701,"XM_023289991.3","XP_023145759","LOC111581701_ptp4a2a","protein tyrosine phosphatase type IVA 2-like"
111581699,"XM_023289982.3","XP_023145750","LOC111581699_ppp1r13ba","apoptosis-stimulating of p53 protein 1-like"
111581700,"XM_023289988.3","XP_023145756","sdsl","serine dehydratase-like"
111578058,"XM_055006163.1","XP_054862138","syt14a_SYT14","synaptotagmin XIVa"
111578059,"XM_023284646.3","XP_023140414","sertad4_ENSAOCG00000014932","SERTA domain containing 4"
111562587,"XM_023261200.3","XP_023116968","gnmt","glycine N-methyltransferase"
111562584,"XM_023261190.3","XP_023116958","LOC111562584","thrombomodulin"
111562583,"XM_023261189.3","XP_023116957","LOC111562583","complement component C1q receptor"
111562579,"XM_035943931.2","XP_035799824","LOC111562579_ENSAOCG00000006373","calpain-1 catalytic subunit-like.1"
111562578,"XM_055005599.1","XP_054861574","LOC111562578","calpain-1 catalytic subunit-like"
111562577,"XM_023261180.3","XP_023116948","LOC111562577_ENSAOCG00000006458","calpain-2 catalytic subunit-like"
111562581,"XM_023261188.3","XP_023116956","tpo_ENSAOCG00000006509","thyroid peroxidase"
111562585,"XM_023261191.3","XP_023116959","sntg2","syntrophin, gamma 2"
111562573,"XM_023261162.3","XP_023116930","kiaa1109","KIAA1109 ortholog"
111562580,"XM_023261187.3","XP_023116955","c9orf72_zgc:100846","C9orf72-SMCR8 complex subunit"
111562586,"XM_023261197.3","XP_023116965","lingo2b","leucine rich repeat and Ig domain containing 2b"
111562576,"XM_023261178.3","XP_023116946","eif4eb","eukaryotic translation initiation factor 4eb"
111562575,"XM_055005821.1","XP_054861796","metap1","methionyl aminopeptidase 1"
111562574,"XM_023261175.3","XP_023116943","LOC111562574_adh5","alcohol dehydrogenase class-3 chain L"
111562593,"XM_023261208.3","XP_023116976","LOC111562593_ENSAOCG00000006872","alcohol dehydrogenase 1-like.2"
111568344,"XM_055006103.1","XP_054862078","LOC111568344_ENSAOCG00000008300","alcohol dehydrogenase 1-like.4"
111562591,"XM_023261205.3","XP_023116973","LOC111562591_ENSAOCG00000006904","alcohol dehydrogenase 1-like"
129347215,"XM_023261207.2","XP_023116975","LOC129347215","alcohol dehydrogenase 1-like.5"
111562589,"XM_023261202.3","XP_023116970","sptlc2a_SPTLC2","serine palmitoyltransferase, long chain base subunit 2a"
111564080,"XM_035945045.2","XP_035800938","LOC111564080_LRFN5","leucine-rich repeat and fibronectin type-III domain-containing protein 5-like"
118471420,"XM_035955902.2","XP_035811795","LOC118471420","mucin-2-like.12"
111574153,"XM_055005744.1","XP_054861719","LOC111574153_ENSAOCG00000001993","uncharacterized LOC111574153"
111574154,"XM_023278587.3","XP_023134355","galcb","galactosylceramidase b"
111574155,"XM_055006195.1","XP_054862170","ak7b","adenylate kinase 7b"
111574156,"XM_035952078.2","XP_035807971","si:dkey-288a3.2","protein phosphatase 1 regulatory subunit 37"
111574158,"XM_055005537.1","XP_054861512","vrk1","VRK serine/threonine kinase 1"
111563634,"XM_035944722.2","XP_035800615","bcl11ba_BCL11B","BCL11 transcription factor B a"
111563635,"XM_023262790.3","XP_023118558","setd3","SET domain containing 3, actin histidine methyltransferase"
111563633,"XM_035944721.2","XP_035800614","dio2","iodothyronine deiodinase 2"
111562475,"XM_055005557.1","XP_054861532","nrxn3a","neurexin 3a"
111562476,"XM_055005986.1","XP_054861961","adck1","aarF domain containing kinase 1"
111583565,"XM_023292728.3","XP_023148496","LOC111583565","uncharacterized LOC111583565"
111586441,"XM_023296146.3","XP_023151914","slirp","SRA stem-loop interacting RNA binding protein"
111586440,"XM_023296145.3","XP_023151913","alkbh1","alkB homolog 1, histone H2A dioxygenase"
111578570,"XM_023285453.3","XP_023141221","myct1b_ENSAOCG00000018066","myc target 1b"
111578558,"XM_055005702.1","XP_054861677","syne1b","spectrin repeat containing, nuclear envelope 1b"
111578572,"XM_035955174.2","XP_035811067","ccdc170","coiled-coil domain containing 170"
111578563,"XM_023285440.3","XP_023141208","rmnd1","required for meiotic nuclear division 1 homolog"
118471305,"XM_035955175.2","XP_035811068","akap12a","A kinase (PRKA) anchor protein 12a"
111578574,"XM_023285457.3","XP_023141225","LOC111578574","syntaxin-11-like.1"
111578569,"XM_023285451.3","XP_023141219","stx11a","syntaxin 11a"
111578575,"XM_023285458.3","XP_023141226","fbxo30a","F-box protein 30a"
111578557,"XM_023285414.3","XP_023141182","si:dkeyp-110a12.4_ENSAOCG00000018635","alpha-tectorin"
111578564,"XM_023285444.3","XP_023141212","shprh","SNF2 histone linker PHD RING helicase"
111578565,"XM_023285445.3","XP_023141213","grm1b_GRM1","glutamate receptor, metabotropic 1b"
111578568,"XM_023285449.3","XP_023141217","rab32b_RAB32","RAB32b, member RAS oncogene family"
111578556,"XM_023285411.3","XP_023141179","stxbp5b_STXBP5","syntaxin binding protein 5b (tomosyn)"
111578560,"XM_055006076.1","XP_054862051","LOC111578560_SASH1","SAM and SH3 domain-containing protein 1-like"
111578562,"XM_055006081.1","XP_054862056","ddo","D-aspartate oxidase"
111578573,"XM_055006212.1","XP_054862187","zbtb24","zinc finger and BTB domain containing 24"
118470922,"XM_055006030.1","XP_054862005","LOC118470922","coiled-coil domain-containing protein 162-like"
111586871,"XM_055006040.1","XP_054862015","LOC111586871","synaptonemal complex protein 2-like.2"
129347779,"XM_055006034.1","XP_054862009","LOC129347779","putative uncharacterized protein C6orf183"
111578616,"XM_023285522.3","XP_023141290","foxo3a_ENSAOCG00000017383","forkhead box O3A"
111578609,"XM_023285509.3","XP_023141277","afg1la","AFG1 like ATPase a"
111578610,"XM_055006028.1","XP_054862003","scml4","Scm polycomb group protein like 4"
111578611,"XM_023285514.3","XP_023141282","vsnl1b","visinin-like 1b"
111578608,"XM_023285508.3","XP_023141276","smc6_ENSAOCG00000017209","structural maintenance of chromosomes 6"
111578607,"XM_023285504.3","XP_023141272","LOC111578607_ENSAOCG00000017073","tudor domain-containing 6-like"
111578624,"XM_023285530.3","XP_023141298","LOC111578624_ANKRD66","ankyrin repeat domain-containing protein 66"
111578623,"XM_023285529.3","XP_023141297","adgrf3a_ENSAOCG00000017050","adhesion G protein-coupled receptor F3a"
111578601,"XM_035955187.2","XP_035811080","slc5a6b","solute carrier family 5 member 6"
111578603,"XM_023285498.3","XP_023141266","cenpo","centromere protein O"
111578602,"XM_023285497.3","XP_023141265","tp53i3","tumor protein p53 inducible protein 3"
111578600,"XM_023285490.3","XP_023141258","dnajc5gb","DnaJ (Hsp40) homolog, subfamily C, member 5 gamma b"
111578619,"XM_023285526.3","XP_023141294","LOC111578619_SLC30A2","proton-coupled zinc antiporter SLC30A2-like"
111578606,"XM_023285503.3","XP_023141271","coq8ab_COQ8A","coenzyme Q8A, genome duplicate b"
111578615,"XM_055005754.1","XP_054861729","LOC111578615_TATDN3","putative deoxyribonuclease TATDN3"
111578617,"XM_023285523.3","XP_023141291","fuca2","alpha-L-fucosidase 2"
111578597,"XM_023285487.3","XP_023141255","hivep2b","HIVEP zinc finger 2b"
111578598,"XM_035955186.2","XP_035811079","txlnbb","taxilin beta b"
111578618,"XM_023285524.3","XP_023141292","LOC111578618","uncharacterized LOC111578618"
111578620,"XM_023285527.3","XP_023141295","slc22a3","solute carrier family 22 member 3"
111578622,"XM_035955183.2","XP_035811076","LOC111578622","afadin"
111578612,"XM_023285515.3","XP_023141283","dusp23b_dusp23a","dual specificity phosphatase 23b"
111578604,"XM_023285502.3","XP_023141270","gng2","guanine nucleotide binding protein (G protein), gamma 2"
111578614,"XM_023285517.3","XP_023141285","frmd6","FERM domain containing 6"
111584723,"XM_055006228.1","XP_054862203","LOC111584723_ENSAOCG00000018506","oocyte zinc finger protein XlCOF6.1-like"
129347819,"XM_055006231.1","XP_054862206","LOC129347819","E3 ubiquitin-protein ligase TRIM9-like.1"
111584726,"XM_023293955.3","XP_023149723","tmx1","thioredoxin-related transmembrane protein 1"
111584722,"XM_023293947.3","XP_023149715","LOC111584722_trim9","E3 ubiquitin-protein ligase TRIM9.1"
111584725,"XM_055005935.1","XP_054861910","LOC111584725_ENSAOCG00000001327","oocyte zinc finger protein XlCOF26-like"
118469141,"XM_055006006.1","XP_054861981","LOC118469141","E3 ubiquitin-protein ligase TRIM9-like"
111584580,"XM_023293741.3","XP_023149509","LOC111584580","gastrula zinc finger protein XlCGF58.1-like"
111584579,"XM_035940752.2","XP_035796645","pygl","phosphorylase, glycogen, liver"
111584578,"XM_023293737.3","XP_023149505","LOC111584578_ENSAOCG00000000251","lysophosphatidylserine lipase ABHD12"
